unit_id,worker_id,relation
227301387,216,"[CAUSES]"
227301390,216,"[SYMPTOM]"
227301393,216,"[CAUSES]"
227301397,216,"[CAUSES]"
227301403,216,"[LOCATION]"
227301405,216,"[DIAGNOSED_BY_TEST_OR_DRUG]
[LOCATION]"
227301406,216,"[DIAGNOSED_BY_TEST_OR_DRUG]
[LOCATION]"
227301407,216,"[PREVENTS]"
227301409,216,"[CAUSES]"
227301413,216,"[DIAGNOSED_BY_TEST_OR_DRUG]"
227301410,46633,"[TREATS]
[PREVENTS]"
227816727,46633,"[MANIFESTATION]"
227301387,180534,"[CAUSES]"
227301392,180534,"[CAUSES]"
227301393,180534,"[MANIFESTATION]"
227301394,180534,"[ASSOCIATED_WITH]"
227301395,180534,"[CAUSES]"
227301396,180534,"[CAUSES]"
227301401,180534,"[PART_OF]"
227301403,180534,"[MANIFESTATION]
[IS_A]"
227301404,180534,"[MANIFESTATION]"
227301406,180534,"[LOCATION]"
227816706,232672,"[OTHER]"
227816708,232672,"[CAUSES]"
227816712,232672,"[OTHER]"
227816714,232672,"[OTHER]"
227816716,232672,"[LOCATION]"
227816718,232672,"[OTHER]"
227816723,232672,"[OTHER]"
227816726,232672,"[DIAGNOSED_BY_TEST_OR_DRUG]"
225527731,236711,"[SYMPTOM]"
225527732,236711,"[ASSOCIATED_WITH]"
225527736,236711,"[SYMPTOM]"
225527737,236711,"[MANIFESTATION]"
225527742,236711,"[CAUSES]"
225527748,236711,"[LOCATION]"
225527752,236711,"[PREVENTS]"
225527756,236711,"[ASSOCIATED_WITH]"
225527758,236711,"[DIAGNOSED_BY_TEST_OR_DRUG]"
225527759,236711,"[CAUSES]"
227816700,236711,"[SYMPTOM]"
227816702,236711,"[SYMPTOM]"
227816705,236711,"[SYMPTOM]"
227816708,236711,"[CAUSES]"
227816710,236711,"[PART_OF]"
227816720,236711,"[PREVENTS]"
227816721,236711,"[SYMPTOM]"
227816722,236711,"[ASSOCIATED_WITH]"
227816724,236711,"[TREATS]"
227816727,236711,"[MANIFESTATION]"
227301388,240894,"[SYMPTOM]"
227301392,240894,"[CAUSES]"
227301394,240894,"[OTHER]"
227301397,240894,"[CAUSES]"
227301400,240894,"[OTHER]"
227301402,240894,"[PART_OF]"
227301407,240894,"[PREVENTS]"
227301411,240894,"[NONE]"
227301412,240894,"[NONE]"
227301414,240894,"[IS_A]"
227816703,240894,"[MANIFESTATION]"
227816708,240894,"[CAUSES]"
227816709,240894,"[CAUSES]"
227816710,240894,"[ASSOCIATED_WITH]"
227816711,240894,"[OTHER]"
227816713,240894,"[IS_A]"
227816716,240894,"[OTHER]"
227816724,240894,"[TREATS]"
227816725,240894,"[IS_A]"
227816727,240894,"[MANIFESTATION]"
227301387,275944,"[CAUSES]"
227301391,275944,"[CAUSES]
[ASSOCIATED_WITH]"
227301395,275944,"[CAUSES]"
227301402,275944,"[SYMPTOM]
[MANIFESTATION]"
227301415,275944,"[DIAGNOSED_BY_TEST_OR_DRUG]"
227301416,275944,"[DIAGNOSED_BY_TEST_OR_DRUG]
[PART_OF]"
227816700,313343,"[CAUSES]"
227816704,313343,"[MANIFESTATION]"
227816708,313343,"[CAUSES]"
227816711,313343,"[NONE]"
227816716,313343,"[LOCATION]"
227816720,313343,"[SIDE_EFFECT]"
227816722,313343,"[OTHER]"
227816725,313343,"[ASSOCIATED_WITH]"
227816728,313343,"[TREATS]"
227816729,313343,"[DIAGNOSED_BY_TEST_OR_DRUG]"
227301388,344949,"[SYMPTOM]"
227301393,344949,"[MANIFESTATION]"
227301395,344949,"[CAUSES]"
227301400,344949,"[OTHER]"
227301405,344949,"[LOCATION]"
227301413,344949,"[DIAGNOSED_BY_TEST_OR_DRUG]"
227816710,390141,"[TREATS]"
225527736,470433,"[CAUSES]"
225527739,470433,"[PART_OF]"
225527745,470433,"[CAUSES]"
225527746,470433,"[ASSOCIATED_WITH]"
225527749,470433,"[PART_OF]"
225527750,470433,"[IS_A]"
225527753,470433,"[CAUSES]"
225527755,470433,"[OTHER]"
225527756,470433,"[IS_A]"
225527760,470433,"[DIAGNOSED_BY_TEST_OR_DRUG]"
227301387,470433,"[CAUSES]"
227301388,470433,"[ASSOCIATED_WITH]"
227301391,470433,"[NONE]"
227301399,470433,"[MANIFESTATION]"
227301401,470433,"[ASSOCIATED_WITH]"
227301403,470433,"[ASSOCIATED_WITH]"
227301404,470433,"[CAUSES]"
227301408,470433,"[CAUSES]"
227301410,470433,"[TREATS]"
227301411,470433,"[OTHER]"
227816727,470433,"[DIAGNOSED_BY_TEST_OR_DRUG]"
225527732,946983,"[SYMPTOM]"
225527734,946983,"[OTHER]"
225527736,946983,"[OTHER]"
225527737,946983,"[IS_A]"
225527743,946983,"[MANIFESTATION]"
225527745,946983,"[SIDE_EFFECT]"
225527752,946983,"[OTHER]"
225527754,946983,"[TREATS]"
225527757,946983,"[DIAGNOSED_BY_TEST_OR_DRUG]"
225527758,946983,"[MANIFESTATION]"
227301392,946983,"[CAUSES]"
227301399,946983,"[MANIFESTATION]"
227816700,946983,"[SYMPTOM]"
227816702,946983,"[OTHER]"
227816708,946983,"[CAUSES]"
227816709,946983,"[CAUSES]"
227816711,946983,"[NONE]"
227816715,946983,"[MANIFESTATION]"
227816717,946983,"[OTHER]"
227816721,946983,"[MANIFESTATION]"
227816722,946983,"[OTHER]"
227816725,946983,"[OTHER]"
225527735,996867,"[SYMPTOM]"
225527740,996867,"[MANIFESTATION]"
225527741,996867,"[TREATS]"
225527743,996867,"[OTHER]"
225527744,996867,"[SIDE_EFFECT]"
225527745,996867,"[SIDE_EFFECT]"
225527747,996867,"[SYMPTOM]"
225527750,996867,"[SYMPTOM]"
225527752,996867,"[PREVENTS]"
225527757,996867,"[DIAGNOSED_BY_TEST_OR_DRUG]"
227816701,1006379,"[SYMPTOM]"
227816704,1006379,"[SYMPTOM]"
227816705,1006379,"[IS_A]"
227816713,1006379,"[OTHER]"
227816714,1006379,"[OTHER]"
227816715,1006379,"[LOCATION]"
227816716,1006379,"[LOCATION]"
227816719,1006379,"[OTHER]"
227816720,1006379,"[SYMPTOM]"
227816722,1006379,"[OTHER]"
227301404,1171781,"[OTHER]"
227816715,1171781,"[MANIFESTATION]"
227816717,1171781,"[ASSOCIATED_WITH]"
227816718,1171781,"[CAUSES]"
227816721,1171781,"[CAUSES]"
227816725,1171781,"[ASSOCIATED_WITH]"
227816726,1171781,"[DIAGNOSED_BY_TEST_OR_DRUG]"
227301387,1217803,"[SYMPTOM]"
227301392,1217803,"[CAUSES]"
227301400,1217803,"[CAUSES]"
227301402,1217803,"[ASSOCIATED_WITH]"
227301407,1217803,"[PREVENTS]"
227301409,1217803,"[OTHER]"
227301413,1217803,"[DIAGNOSED_BY_TEST_OR_DRUG]"
227301416,1217803,"[PREVENTS]"
227301387,1246916,"[CAUSES]"
227301389,1246916,"[TREATS]
[DIAGNOSED_BY_TEST_OR_DRUG]
[CAUSES]"
227301408,1246916,"[TREATS]"
227301409,1246916,"[TREATS]"
227301411,1246916,"[CAUSES]"
227301412,1246916,"[OTHER]"
227301415,1246916,"[DIAGNOSED_BY_TEST_OR_DRUG]"
227816701,1246916,"[TREATS]
[CAUSES]
[SYMPTOM]"
227816705,1246916,"[SYMPTOM]"
227816712,1246916,"[OTHER]"
227816713,1246916,"[ASSOCIATED_WITH]"
227816715,1246916,"[CAUSES]"
227816717,1246916,"[DIAGNOSED_BY_TEST_OR_DRUG]"
227816718,1246916,"[SYMPTOM]"
227816721,1246916,"[TREATS]
[CAUSES]
[SIDE_EFFECT]"
227816724,1246916,"[PREVENTS]"
227816728,1246916,"[DIAGNOSED_BY_TEST_OR_DRUG]"
225527732,1330956,"[SYMPTOM]"
225527740,1330956,"[CAUSES]"
225527742,1330956,"[OTHER]"
225527743,1330956,"[OTHER]"
225527745,1330956,"[CAUSES]"
225527747,1330956,"[ASSOCIATED_WITH]"
225527748,1330956,"[SYMPTOM]"
225527749,1330956,"[ASSOCIATED_WITH]"
225527750,1330956,"[SYMPTOM]"
225527758,1330956,"[ASSOCIATED_WITH]"
227301397,1330956,"[ASSOCIATED_WITH]
[SIDE_EFFECT]"
227301398,1330956,"[TREATS]"
227301400,1330956,"[NONE]"
227301406,1330956,"[SYMPTOM]"
227301414,1330956,"[IS_A]"
227301416,1330956,"[NONE]"
227816701,1330956,"[ASSOCIATED_WITH]"
227816707,1330956,"[SYMPTOM]"
227816710,1330956,"[IS_A]"
227816712,1330956,"[ASSOCIATED_WITH]"
227816714,1330956,"[IS_A]"
227816716,1330956,"[CAUSES]"
227816718,1330956,"[CAUSES]
[MANIFESTATION]
[ASSOCIATED_WITH]"
227816719,1330956,"[SYMPTOM]
[ASSOCIATED_WITH]"
227816727,1330956,"[DIAGNOSED_BY_TEST_OR_DRUG]"
227816729,1330956,"[DIAGNOSED_BY_TEST_OR_DRUG]"
225527731,1742094,"[SYMPTOM]"
225527733,1742094,"[MANIFESTATION]"
225527734,1742094,"[OTHER]"
225527735,1742094,"[SYMPTOM]"
225527736,1742094,"[SYMPTOM]"
225527738,1742094,"[SIDE_EFFECT]"
225527742,1742094,"[OTHER]"
225527745,1742094,"[MANIFESTATION]"
225527747,1742094,"[LOCATION]"
225527751,1742094,"[OTHER]"
225527731,2429663,"[SYMPTOM]"
225527732,2429663,"[SIDE_EFFECT]"
225527737,2429663,"[SYMPTOM]"
225527740,2429663,"[CAUSES]"
225527742,2429663,"[ASSOCIATED_WITH]"
225527745,2429663,"[MANIFESTATION]"
225527747,2429663,"[SYMPTOM]"
225527754,2429663,"[TREATS]"
225527756,2429663,"[IS_A]"
225527760,2429663,"[DIAGNOSED_BY_TEST_OR_DRUG]"
227301389,2429663,"[SYMPTOM]"
227301398,2429663,"[TREATS]"
227816706,2429663,"[MANIFESTATION]
[ASSOCIATED_WITH]"
227816713,2429663,"[NONE]"
227816714,2429663,"[OTHER]"
227816715,2429663,"[SYMPTOM]"
227816716,2429663,"[PART_OF]"
227816717,2429663,"[SYMPTOM]"
227816719,2429663,"[NONE]"
227816723,2429663,"[TREATS]"
227816727,2429663,"[IS_A]"
227816728,2429663,"[DIAGNOSED_BY_TEST_OR_DRUG]"
227301391,2469075,"[IS_A]"
227301403,2469075,"[LOCATION]"
227301407,2469075,"[PREVENTS]"
227301414,2469075,"[DIAGNOSED_BY_TEST_OR_DRUG]"
225527737,2752700,"[SYMPTOM]"
225527740,2752700,"[OTHER]"
225527741,2752700,"[CAUSES]"
225527744,2752700,"[SYMPTOM]"
225527746,2752700,"[LOCATION]"
225527748,2752700,"[LOCATION]"
225527749,2752700,"[OTHER]"
225527756,2752700,"[OTHER]"
225527757,2752700,"[DIAGNOSED_BY_TEST_OR_DRUG]"
225527759,2752700,"[DIAGNOSED_BY_TEST_OR_DRUG]"
225527731,2793302,"[SYMPTOM]"
225527738,2793302,"[CAUSES]"
225527739,2793302,"[CAUSES]"
225527742,2793302,"[ASSOCIATED_WITH]"
225527744,2793302,"[CAUSES]"
225527745,2793302,"[CAUSES]"
225527746,2793302,"[LOCATION]"
225527749,2793302,"[NONE]"
225527750,2793302,"[ASSOCIATED_WITH]"
225527759,2793302,"[NONE]"
227301389,2793302,"[SYMPTOM]"
227301390,2793302,"[SYMPTOM]"
227301393,2793302,"[CAUSES]"
227301398,2793302,"[MANIFESTATION]"
227301405,2793302,"[LOCATION]"
227301406,2793302,"[LOCATION]"
227301407,2793302,"[PREVENTS]"
227301409,2793302,"[IS_A]"
227301412,2793302,"[NONE]"
227301413,2793302,"[DIAGNOSED_BY_TEST_OR_DRUG]"
227301416,3008101,"[OTHER]"
227301389,3307853,"[ASSOCIATED_WITH]"
227301390,3307853,"[SYMPTOM]"
227301394,3307853,"[OTHER]"
227301395,3307853,"[IS_A]"
227301397,3307853,"[ASSOCIATED_WITH]
[SIDE_EFFECT]"
227301398,3307853,"[MANIFESTATION]"
227301406,3307853,"[SIDE_EFFECT]"
227301409,3307853,"[OTHER]"
227301412,3307853,"[PART_OF]"
227301414,3307853,"[OTHER]"
227816700,3307853,"[CAUSES]"
227816701,3307853,"[ASSOCIATED_WITH]"
227816703,3307853,"[IS_A]"
227816709,3307853,"[CAUSES]"
227816710,3307853,"[IS_A]"
227816713,3307853,"[OTHER]"
227816715,3307853,"[OTHER]"
227816719,3307853,"[OTHER]"
227816720,3307853,"[SIDE_EFFECT]"
227816727,3307853,"[ASSOCIATED_WITH]"
227301390,3486997,"[SYMPTOM]"
227301392,3486997,"[CAUSES]"
227301393,3486997,"[CAUSES]"
227301395,3486997,"[CAUSES]"
227301396,3486997,"[CAUSES]"
227301398,3486997,"[TREATS]"
227301402,3486997,"[SYMPTOM]"
227301409,3486997,"[OTHER]"
227301410,3486997,"[NONE]"
227301415,3486997,"[LOCATION]"
227816703,3559862,"[SYMPTOM]"
227816711,3559862,"[CONTRAINDICATES]"
227816719,3559862,"[OTHER]"
227816727,3559862,"[DIAGNOSED_BY_TEST_OR_DRUG]"
227301401,3692028,"[OTHER]"
227301412,3692028,"[NONE]"
227816700,3692028,"[SYMPTOM]"
227816702,3692028,"[ASSOCIATED_WITH]"
227816704,3692028,"[SYMPTOM]"
227816705,3692028,"[OTHER]"
227816713,3692028,"[OTHER]"
227816715,3692028,"[ASSOCIATED_WITH]"
227816721,3692028,"[CAUSES]"
227816723,3692028,"[TREATS]"
227816725,3692028,"[OTHER]"
227816728,3692028,"[TREATS]"
227301387,3982102,"[MANIFESTATION]"
227301393,3982102,"[CAUSES]"
227301395,3982102,"[CAUSES]"
227301398,3982102,"[TREATS]"
227301401,3982102,"[OTHER]"
227301404,3982102,"[MANIFESTATION]"
227301405,3982102,"[DIAGNOSED_BY_TEST_OR_DRUG]"
227301413,3982102,"[DIAGNOSED_BY_TEST_OR_DRUG]"
227301415,3982102,"[DIAGNOSED_BY_TEST_OR_DRUG]"
227301416,3982102,"[PREVENTS]"
227816702,3982102,"[SYMPTOM]"
227816703,3982102,"[SYMPTOM]"
227816705,3982102,"[ASSOCIATED_WITH]"
227816708,3982102,"[CAUSES]"
227816712,3982102,"[OTHER]"
227816714,3982102,"[MANIFESTATION]"
227816715,3982102,"[CAUSES]"
227816718,3982102,"[CAUSES]"
227816720,3982102,"[TREATS]"
227816726,3982102,"[DIAGNOSED_BY_TEST_OR_DRUG]"
225527732,5160552,"[SYMPTOM]"
225527734,5160552,"[OTHER]"
225527736,5160552,"[OTHER]"
225527738,5160552,"[IS_A]"
225527740,5160552,"[SYMPTOM]"
225527746,5160552,"[LOCATION]"
225527747,5160552,"[LOCATION]"
225527750,5160552,"[PART_OF]"
225527753,5160552,"[CAUSES]"
225527758,5160552,"[DIAGNOSED_BY_TEST_OR_DRUG]"
225527731,5254360,"[CAUSES]
[LOCATION]"
225527732,5254360,"[TREATS]
[PREVENTS]"
225527737,5254360,"[TREATS]
[PREVENTS]"
225527741,5254360,"[PREVENTS]
[CAUSES]"
225527745,5254360,"[DIAGNOSED_BY_TEST_OR_DRUG]
[CAUSES]
[OTHER]"
225527748,5254360,"[SYMPTOM]
[ASSOCIATED_WITH]"
225527749,5254360,"[CAUSES]
[LOCATION]"
225527751,5254360,"[TREATS]
[DIAGNOSED_BY_TEST_OR_DRUG]"
225527753,5254360,"[CONTRAINDICATES]
[SIDE_EFFECT]"
225527758,5254360,"[CONTRAINDICATES]
[IS_A]"
227301388,5501745,"[SYMPTOM]"
227301392,5501745,"[CAUSES]"
227301393,5501745,"[CAUSES]
[OTHER]"
227301394,5501745,"[ASSOCIATED_WITH]"
227301397,5501745,"[ASSOCIATED_WITH]
[SIDE_EFFECT]"
227301398,5501745,"[CAUSES]"
227301399,5501745,"[SYMPTOM]"
227301412,5501745,"[NONE]"
227301413,5501745,"[DIAGNOSED_BY_TEST_OR_DRUG]"
227301416,5501745,"[OTHER]"
227301389,5669964,"[OTHER]"
227301390,5669964,"[SYMPTOM]"
227301391,5669964,"[IS_A]"
227301396,5669964,"[CAUSES]"
227301399,5669964,"[OTHER]"
227301403,5669964,"[LOCATION]
[IS_A]"
227301406,5669964,"[LOCATION]"
227301408,5669964,"[CAUSES]"
227301409,5669964,"[IS_A]"
227301410,5669964,"[OTHER]"
227816700,5669964,"[CAUSES]"
227816709,5669964,"[SIDE_EFFECT]"
227816713,5669964,"[OTHER]"
227816721,5669964,"[CAUSES]"
227816724,5669964,"[TREATS]"
227301414,5763553,"[LOCATION]"
227301416,5763553,"[IS_A]"
227816701,5763553,"[SYMPTOM]"
227816704,5763553,"[MANIFESTATION]"
227816705,5763553,"[OTHER]"
227816706,5763553,"[CAUSES]"
227816709,5763553,"[CAUSES]"
227816716,5763553,"[CAUSES]"
227816722,5763553,"[ASSOCIATED_WITH]"
227301388,5958908,"[CAUSES]
[IS_A]"
227301407,5958908,"[TREATS]"
225527746,5983773,"[LOCATION]"
227301388,5983773,"[ASSOCIATED_WITH]"
225527742,6501147,"[SYMPTOM]"
225527735,6537881,"[SYMPTOM]"
225527739,6537881,"[CAUSES]"
225527741,6537881,"[ASSOCIATED_WITH]"
225527743,6537881,"[OTHER]"
225527744,6537881,"[CAUSES]"
225527748,6537881,"[LOCATION]"
225527749,6537881,"[NONE]"
225527750,6537881,"[MANIFESTATION]"
225527752,6537881,"[CONTRAINDICATES]"
225527755,6537881,"[TREATS]"
227301387,6537881,"[CAUSES]"
227301395,6537881,"[CAUSES]"
227301396,6537881,"[CAUSES]"
227301398,6537881,"[CAUSES]"
227301400,6537881,"[OTHER]"
227301404,6537881,"[NONE]"
227301408,6537881,"[ASSOCIATED_WITH]"
227301410,6537881,"[PREVENTS]"
227301411,6537881,"[NONE]"
227301415,6537881,"[LOCATION]
[OTHER]"
227301392,6549057,"[CAUSES]"
227301393,6549057,"[CAUSES]"
227301396,6549057,"[CAUSES]"
227301400,6549057,"[ASSOCIATED_WITH]"
227301405,6549057,"[PART_OF]"
227301407,6549057,"[PREVENTS]"
227301408,6549057,"[SYMPTOM]"
227301413,6549057,"[DIAGNOSED_BY_TEST_OR_DRUG]"
227301415,6549057,"[OTHER]"
227301416,6549057,"[NONE]"
227816720,6768661,"[SIDE_EFFECT]"
225527731,7025607,"[SYMPTOM]"
225527732,7025607,"[MANIFESTATION]"
225527735,7025607,"[SYMPTOM]"
225527737,7025607,"[SYMPTOM]"
225527743,7025607,"[MANIFESTATION]"
225527745,7025607,"[MANIFESTATION]"
225527746,7025607,"[SYMPTOM]"
225527750,7025607,"[SYMPTOM]"
225527757,7025607,"[ASSOCIATED_WITH]"
225527760,7025607,"[DIAGNOSED_BY_TEST_OR_DRUG]"
227816706,7233545,"[CAUSES]"
227816707,7233545,"[CAUSES]"
227816711,7233545,"[NONE]"
227816713,7233545,"[OTHER]"
227816717,7233545,"[OTHER]"
227816718,7233545,"[OTHER]"
227816720,7233545,"[CAUSES]"
227816722,7233545,"[OTHER]"
227816725,7233545,"[OTHER]"
227816726,7233545,"[DIAGNOSED_BY_TEST_OR_DRUG]"
225527737,7336768,"[ASSOCIATED_WITH]"
225527741,7336768,"[SYMPTOM]"
225527754,7336768,"[TREATS]"
227816700,7478095,"[SIDE_EFFECT]"
227816708,7478095,"[SIDE_EFFECT]"
227816712,7478095,"[SIDE_EFFECT]"
227816717,7478095,"[IS_A]"
227816718,7478095,"[SIDE_EFFECT]"
